ChangeID,EmployeeID,ChangeDate,OldSalary,NewSalary,Reason
COMP-2246,PNR-1977,25-05-2025,54079,58946,Promotion
COMP-2247,PNR-1977,21-04-2026,58946,67787,Merit
COMP-2248,PNR-1978,24-10-2020,44530,49873,Promotion
COMP-2249,PNR-1978,06-09-2021,49873,56855,Merit
COMP-2250,PNR-1979,29-03-2021,128668,141534,Merit
COMP-2251,PNR-1979,09-02-2022,141534,150026,Promotion
COMP-2252,PNR-1979,05-02-2023,150026,160527,Merit
COMP-2253,PNR-1979,12-12-2023,160527,176579,Merit
COMP-2254,PNR-1980,08-03-2026,53233,58556,Merit
COMP-2255,PNR-1981,12-10-2021,45899,49111,Merit
COMP-2256,PNR-1981,13-10-2022,49111,54513,Merit
COMP-2257,PNR-1981,23-08-2023,54513,58874,Merit
COMP-2258,PNR-1982,14-01-2024,63452,71066,Promotion
COMP-2259,PNR-1982,04-02-2025,71066,81015,Merit
COMP-2260,PNR-1984,09-07-2024,45641,51574,Merit
COMP-2261,PNR-1984,08-06-2025,51574,57762,Merit
COMP-2262,PNR-1987,24-01-2026,120828,137743,Promotion
COMP-2263,PNR-1988,25-06-2023,46763,50036,Promotion
COMP-2264,PNR-1988,15-05-2024,50036,53538,Promotion
COMP-2265,PNR-1988,31-03-2025,53538,60497,Promotion
COMP-2266,PNR-1989,12-12-2022,80096,86503,Promotion
COMP-2267,PNR-1989,05-11-2023,86503,95153,Merit
COMP-2268,PNR-1989,02-10-2024,95153,100862,Promotion
COMP-2269,PNR-1990,16-08-2019,114648,123819,Merit
COMP-2270,PNR-1990,01-09-2020,123819,136200,Promotion
COMP-2271,PNR-1990,20-09-2021,136200,153906,Merit
COMP-2272,PNR-1991,15-04-2019,117973,126231,Promotion
COMP-2273,PNR-1991,05-04-2020,126231,133804,Merit
COMP-2274,PNR-1991,17-03-2021,133804,147184,Merit
COMP-2275,PNR-1991,08-03-2022,147184,154543,Merit
COMP-2276,PNR-1992,16-12-2018,100486,114554,Merit
COMP-2277,PNR-1992,10-11-2019,114554,131737,Merit
COMP-2278,PNR-1993,30-03-2022,53274,56470,Merit
COMP-2279,PNR-1993,16-03-2023,56470,61552,Merit
COMP-2280,PNR-1993,08-03-2024,61552,66476,Merit
COMP-2281,PNR-1993,08-03-2025,66476,73788,Merit
COMP-2282,PNR-1994,18-04-2023,63524,70511,Merit
COMP-2283,PNR-1994,24-04-2024,70511,77562,Merit
COMP-2284,PNR-1994,15-05-2025,77562,83766,Promotion
COMP-2285,PNR-1995,19-09-2020,106141,116755,Promotion
COMP-2286,PNR-1995,24-10-2021,116755,129598,Promotion
COMP-2287,PNR-1995,20-08-2022,129598,138669,Promotion
COMP-2288,PNR-1996,25-11-2023,138956,148682,Promotion
COMP-2289,PNR-1996,24-10-2024,148682,166523,Merit
COMP-2290,PNR-1996,21-10-2025,166523,176514,Merit
COMP-2291,PNR-1997,30-08-2023,44868,51149,Promotion
COMP-2292,PNR-1997,02-08-2024,51149,55240,Promotion
COMP-2293,PNR-1997,10-07-2025,55240,62421,Promotion
COMP-2294,PNR-1998,14-07-2019,67740,72481,Promotion
COMP-2295,PNR-1998,10-08-2020,72481,79004,Promotion
COMP-2296,PNR-1998,12-08-2021,79004,90064,Merit
COMP-2297,PNR-2000,19-01-2019,66114,70080,Merit
COMP-2298,PNR-2000,03-01-2020,70080,77788,Merit
COMP-2299,PNR-2000,01-11-2020,77788,84788,Merit
